Basic & Regular,General,inpatient,1-653,AN emergence,lognormal,"1,59782238","0,6741858934","6,203326556","22,14317271"
Basic & Regular,General,inpatient,1-653,AN induction,lognormal,"1,980694593","0,5021391517","8,221613313","19,38493829"
Basic & Regular,General,inpatient,1-653,Incision-to-closure,lognormal,"2,529958165","0,7196641252","16,2633871","179,4687961"
Basic & Regular,General,inpatient,1-653,Surgical Lead-in,gamma,"3,25036037","4,22461821","13,73153161","58,01047848"
Basic & Regular,General,inpatient,1-653,Surgical Lead-out,lognormal,"1,238535974","0,6021773292","4,136478167","7,478740915"
Basic & Regular,General,inpatient,1-654.1,AN emergence,gamma,"2,725102433","2,011846677","5,482488274","11,02992581"
Basic & Regular,General,inpatient,1-654.1,AN induction,lognormal,"1,868097109","0,6719514712","8,116154827","37,59286377"
Basic & Regular,General,inpatient,1-654.1,Incision-to-closure,gamma,"1,643704734","10,1375252","16,66309817","168,9225776"
Basic & Regular,General,inpatient,1-654.1,Surgical Lead-in,gamma,"2,510159455","4,908297228","12,32060869","60,4732095"
Basic & Regular,General,inpatient,1-654.1,Surgical Lead-out,gamma,"4,007737975","0,9758145334","3,910808962","3,816224222"
Basic & Regular,General,inpatient,1-694,AN emergence,lognormal,"2,010402899","0,7644193401","9,999862699","79,37793733"
Basic & Regular,General,inpatient,1-694,AN induction,lognormal,"2,244230001","0,6700441693","11,80720095","79,00095556"
Basic & Regular,General,inpatient,1-694,Incision-to-closure,lognormal,"3,555541629","0,719179241","45,33824873","1392,343856"
Basic & Regular,General,inpatient,1-694,Surgical Lead-in,gamma,"3,968059062","4,234966802","16,8045984","71,16691633"
Basic & Regular,General,inpatient,1-694,Surgical Lead-out,lognormal,"1,378861165","0,5668843977","4,662445637","8,238833003"
Basic & Regular,General,inpatient,5-061.0,AN emergence,lognormal,"1,856193582","0,7998720378","8,811795488","69,57957005"
Basic & Regular,General,inpatient,5-061.0,AN induction,lognormal,"2,286914524","0,5619475757","11,52832514","49,35133394"
Basic & Regular,General,inpatient,5-061.0,Incision-to-closure,gamma,"7,970169808","9,293059067","74,0672588","688,311411"
Basic & Regular,General,inpatient,5-061.0,Surgical Lead-in,lognormal,"3,138799248","0,4018273788","25,01640649","109,6635496"
Basic & Regular,General,inpatient,5-061.0,Surgical Lead-out,lognormal,"1,492287416","0,7301077337","5,805559933","23,73251654"
Basic & Regular,General,inpatient,5-061.2,AN emergence,lognormal,"1,823285996","0,7494457074","8,199887459","50,67044326"
Basic & Regular,General,inpatient,5-061.2,AN induction,lognormal,"2,503760528","0,6162532374","14,78546427","100,9858747"
Basic & Regular,General,inpatient,5-061.2,Incision-to-closure,lognormal,"4,428576312","0,3279271135","88,44177345","888,0347544"
Basic & Regular,General,inpatient,5-061.2,Surgical Lead-in,gamma,"7,131636849","3,068003954","21,87989005","67,1275892"
Basic & Regular,General,inpatient,5-061.2,Surgical Lead-out,gamma,"2,49535175","2,489592489","6,212408972","15,46636671"
Basic & Regular,General,inpatient,5-062.5,AN emergence,gamma,"1,674879687","3,989624352","6,682140786","26,6592316"
Basic & Regular,General,inpatient,5-062.5,AN induction,lognormal,"2,304349319","0,6674237076","12,51685982","87,92411703"
Basic & Regular,General,inpatient,5-062.5,Incision-to-closure,gamma,"10,63979175","8,471937338","90,13964897","763,6574577"
Basic & Regular,General,inpatient,5-062.5,Surgical Lead-in,lognormal,"2,89577007","0,3647853502","19,34249031","53,24947786"
Basic & Regular,General,inpatient,5-062.5,Surgical Lead-out,lognormal,"1,139808715","0,635712793","3,826207457","7,290649173"
Basic & Regular,General,inpatient,5-063.0,AN emergence,gamma,"1,914363185","4,453706119","8,526011028","37,97234748"
Basic & Regular,General,inpatient,5-063.0,AN induction,lognormal,"2,325210614","0,5467438518","11,87784659","49,15532873"
Basic & Regular,General,inpatient,5-063.0,Incision-to-closure,lognormal,"4,632969029","0,3188416281","108,180272","1252,299932"
Basic & Regular,General,inpatient,5-063.0,Surgical Lead-in,lognormal,"3,093550865","0,4103386743","23,99246396","105,5626524"
Basic & Regular,General,inpatient,5-063.0,Surgical Lead-out,lognormal,"1,377357427","0,5948976389","4,731815838","9,507215302"
Basic & Regular,General,inpatient,5-063.2,AN emergence,lognormal,"1,653660926","0,9520031154","8,222019758","99,72400782"
Basic & Regular,General,inpatient,5-063.2,AN induction,weibull,"2,295756032","17,19036266","15,22887794","49,46897724"
Basic & Regular,General,inpatient,5-063.2,Incision-to-closure,lognormal,"4,734841142","0,2677401835","117,9998726","1034,783113"
Basic & Regular,General,inpatient,5-063.2,Surgical Lead-in,lognormal,"2,989923613","0,2475441003","20,50282443","26,56481888"
